도서관명,시도명,시군구명,도서관유형,휴관일,평일운영시작시각,평일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,소재지도로명주소,도서관전화번호
자양4동새마을작은도서관,서울특별시,광진구,작은도서관,매주 토요일 일요일 공휴일,13:00,17:00,0:00,0:00,서울특별시 광진구 아차산로24길 17(자양동),02-462-0395
화양동새마을작은도서관,서울특별시,광진구,작은도서관,매주 토요일 일요일 공휴일,13:00,17:00,0:00,0:00,서울특별시 광진구 능동로17길 39(화양동),02-461-2638
자양전통시장작은도서관,서울특별시,광진구,작은도서관,매주 월요일  일요일,10:00,17:00,0:00,0:00,서울특별시 광진구 뚝섬로47길 45-2(자양동),02-6349-0809
날마다자라는나무,서울특별시,광진구,작은도서관,매주 토요일  일요일,13:00,17:00,0:00,0:00,서울특별시 광진구 자양번영로4길 8(자양동),02-455-0614
그루터기도서관,서울특별시,광진구,작은도서관,매주 토요일  일요일,13:00,17:00,0:00,0:00,서울특별시 광진구 뚝섬로59길 18(자양동),02-456-1679
평강마을도서관,서울특별시,광진구,작은도서관,없음,9:00,17:00,9:00,17:00,서울특별시 광진구 자양번영로4길 13(자양동),02-453-6238
푸른꿈도서관,서울특별시,광진구,작은도서관,없음,9:30,17:00,10:30,18:00,서울특별시 광진구 자양로32길 53(구의동),02-446-8411
광장현대파크빌도서관,서울특별시,광진구,작은도서관,매주 목요일  일요일,9:00,23:00,0:00,0:00,서울특별시 광진구 아차산로 549(광장동),02-458-7480
중곡교회작은도서관,서울특별시,광진구,작은도서관,매주 월요일  일요일,11:00,17:00,0:00,0:00,서울특별시 광진구 긴고랑로36길 56(중곡동),02-452-4985
아름드리작은도서관,서울특별시,광진구,작은도서관,매주 토요일  일요일,9:00,18:00,0:00,0:00,서울특별시 광진구 워커힐로 93(구의동),02-446-1237
어린이도서관주영심나무,서울특별시,광진구,작은도서관,매주 토요일  일요일,13:00,18:00,0:00,0:00,서울특별시 광진구 용마산로1길91(중곡동),02-457-8822
아차산아래작은도서관놀자,서울특별시,광진구,작은도서관,매주 일요일,10:00,19:00,0:00,0:00,서울특별시 광진구 자양로50가길 45(구의동),02-2272-2011
하람도서관,서울특별시,광진구,작은도서관,매주 토요일  일요일,10:00,18:00,0:00,0:00,서울특별시 광진구 용마산로 16길 18(중곡동),02-475-7791
운룡도서관,서울특별시,광진구,작은도서관,매주 토요일  일요일,10:00,18:00,0:00,0:00,서울특별시 광진구 자양로43길 85(중곡동),02-454-3431
더바움지식문화작은도서관,서울특별시,광진구,작은도서관,매주 토요일  일요일,14:00,18:00,0:00,0:00,서울특별시 광진구 구의로 39(구의동),02-443-6366
성신비전스쿨도서관,서울특별시,광진구,작은도서관,매주 토요일  일요일,10:00,18:00,0:00,0:00,서울특별시 광진구 동일로 160(화양동),02-463-5959
이룸도서관,서울특별시,광진구,작은도서관,매주 토요일  일요일,14:00,18:00,0:00,0:00,서울특별시 광진구 용마산로 49(중곡동),02-446-0691
배움의기쁨작은도서관,서울특별시,광진구,작은도서관,매주 토요일  일요일,11:00,17:00,0:00,0:00,서울특별시 광진구 아차산로44길 29(자양동),02-446-3557
군자동새마을작은도서관,서울특별시,광진구,작은도서관,매주 토요일  일요일 공휴일,13:30,17:30,0:00,0:00,서울특별시 광진구 군자로 151(군자동),02-465-9082
목마도서관,서울특별시,양천구,공공도서관,일요일  법정공휴일,10:00,22:00,0:00,0:00,서울특별시 양천구 목동서로 11,02-2652-8910
개울도서관,서울특별시,양천구,공공도서관,일요일  법정공휴일,10:00,18:00,0:00,0:00,서울특별시 양천구 중앙로52길 56,02-2684-5413
방아다리문학도서관,서울특별시,양천구,공공도서관,일요일  법정공휴일,10:00,22:00,0:00,0:00,서울특별시 양천구 화곡로4길 10,02-2620-4149
해맞이도서관,서울특별시,양천구,공공도서관,매주월  법정공휴일,9:00,22:00,0:00,0:00,서울특별시 양천구 화곡로4길 10,02-2699-9223
영어특성화도서관,서울특별시,양천구,공공도서관,일요일  법정공휴일,10:00,22:00,0:00,0:00,서울특별시 양천구 화곡로4길 10,02-654-8493
마포구립하늘도서관,서울특별시,마포구,공공도서관,월요일  공휴일,9:00,22:00,0:00,0:00,"서울특별시 마포구 월드컵로 212, 12층",02-3153-6260
마포구립서강도서관,서울특별시,마포구,공공도서관,화요일  공휴일,9:00,22:00,0:00,0:00,"서울특별시 마포구 독막로165, 3~5층",02-3141-7053
마포어린이영어도서관,서울특별시,마포구,어린이영어도서관,일요일  공휴일,10:00,19:00,0:00,0:00,"서울특별시 마포구 도화4길 53, 2층",02-716-3987
꿈나래어린이영어도서관,서울특별시,마포구,어린이영어도서관,일요일  공휴일,10:00,19:00,0:00,0:00,"서울특별시 마포구 월드컵로13길 80, 2층",02-323-1841
꿈을이루는작은도서관,서울특별시,마포구,작은도서관,일요일  공휴일,10:00,19:00,0:00,0:00,"서울특별시 마포구 마포대로7길 18, 2층",02-706-4785
아름드리작은도서관,서울특별시,마포구,작은도서관,일요일  공휴일,10:00,19:00,0:00,0:00,"서울특별시 마포구 방울내로7길 11, 1층",02-322-8639
해오름작은도서관,서울특별시,마포구,작은도서관,일요일  공휴일,10:00,19:00,0:00,0:00,"서울특별시 마포구 신촌로26길 10, 2층",02-714-8080
성메작은도서관,서울특별시,마포구,작은도서관,일요일  공휴일,10:00,19:00,0:00,0:00,"서울특별시 마포구 월드컵북로30길 22, 2층",02-373-4785
성산글마루작은도서관,서울특별시,마포구,작은도서관,일요일  공휴일,10:00,19:00,0:00,0:00,"서울특별시 마포구 월드컵북로 235, 3층",02-373-2900
늘푸른소나무작은도서관,서울특별시,마포구,작은도서관,일요일  공휴일,9:00,18:00,0:00,0:00,"서울특별시 마포구 백범로 227, 3층",02-718-4785
복사골작은도서관,서울특별시,마포구,작은도서관,일요일  공휴일,10:00,19:00,0:00,0:00,"서울특별시 마포구 도화4길 53, 3~4층",02-716-5800
용강동작은도서관,서울특별시,마포구,작은도서관,일요일  공휴일,10:00,19:00,0:00,0:00,"서울특별시 마포구 토정로31길 31, 2층",02-716-4785
성내도서관,서울특별시,강동구,공공도서관,매주월요일,9:00,18:00,9:00,17:00,"서울특별시 강동구 성안로 106-1 (성내동, 성내도서관)",02-471-0044
해공도서관,서울특별시,강동구,공공도서관,매주화요일,9:00,18:00,9:00,17:00,"서울특별시 강동구 올림픽로 702 (천호동, 해공공원)",02-478-9656
강일도서관,서울특별시,강동구,공공도서관,매주화요일,9:00,18:00,9:00,17:00,"서울특별시 강동구 아리수로93길 9-14,4,5층(강일동)",02-427-4004
암사도서관,서울특별시,강동구,공공도서관,매주월요일,9:00,18:00,9:00,17:00,"서울특별시 강동구 고덕로20길 42 (암사동, 암사도서관)",02-429-0476
달마을작은도서관,서울특별시,양천구,작은도서관,일요일  법정공휴일,10:00,18:00,0:00,0:00,서울특별시 양천구 목동중앙본로 120,02-2620-3979
꿈자람 작은도서관,서울특별시,양천구,작은도서관,일요일  법정공휴일,10:00,18:00,0:00,0:00,서울특별시 양천구 목동중앙남로 16나길 55,02-2654-3970
고운달 작은도서관,서울특별시,양천구,작은도서관,일요일  법정공휴일,10:00,18:00,0:00,0:00,서울특별시 양천구 목동중앙남로 16나길 55,02-2620-4069
고운맘 작은도서관,서울특별시,양천구,작은도서관,일요일  법정공휴일,10:00,18:00,0:00,0:00,서울특별시 양천구 목동중앙남로 16나길 55,02-2694-5454
달빛마을 작은도서관,서울특별시,양천구,작은도서관,일요일  법정공휴일,10:00,18:00,0:00,0:00,서울특별시 양천구 목동중앙남로 16나길 55,02-2620-4108
지양마을 작은도서관,서울특별시,양천구,작은도서관,일요일  법정공휴일,10:00,18:00,0:00,0:00,서울특별시 양천구 지양로17길 33 파크빌라,02-2692-1704
그린나래작은도서관,서울특별시,양천구,작은도서관,일요일  법정공휴일,10:00,18:00,0:00,0:00,서울특별시 양천구 목동중앙남로 16나길 55,02-2084-5387
호롱불작은도서관,서울특별시,양천구,작은도서관,일요일  법정공휴일,10:00,18:00,0:00,0:00,서울특별시 양천구 목동중앙남로 16나길 55,02-2620-4229
고맙습니다 작은도서관,서울특별시,양천구,작은도서관,일요일  법정공휴일,10:00,18:00,0:00,0:00,서울특별시 양천구 중앙로 209,02-2699-6855
넓은들작은도서관,서울특별시,양천구,작은도서관,일요일  법정공휴일,10:00,18:00,0:00,0:00,서울특별시 양천구 목동중앙남로 16나길 55,02-2618-1307
갈산도서관,서울특별시,양천구,공공도서관,매주월  법정공휴일,9:00,22:00,0:00,0:00,서울특별시 양천구 목동남로 4길 48-6,02-2684-5410
신월디지털정보도서관,서울특별시,양천구,공공도서관,매주월  법정공휴일,9:00,22:00,0:00,0:00,서울특별시 양천구 오목로5길 34,02-2084-5412
서초어린이도서관,서울특별시,서초구,어린이도서관,월요일  법정공휴일,10:00,22:00,0:00,0:00,서울특별시 서초구 효령로77길 37,02-3471-1337
서초구청 작은도서관,서울특별시,서초구,작은도서관,법정공휴일,9:00,18:00,0:00,0:00,서울특별시 서초구 남부순환로 2584,02-2155-8552
서초어린이책마을,서울특별시,서초구,작은도서관,매월 셋째주 월요일 매월 마지막일  법정공휴일,10:00,18:00,0:00,0:00,서울특별시 서초구 반포대로 57,02-3486-0737
서초1동 작은도서관,서울특별시,서초구,작은도서관,법정공휴일  주말,9:00,18:00,0:00,0:00,서울특별시 서초구 사임당로 89,02-2155-7418
서초2동 작은도서관,서울특별시,서초구,작은도서관,법정공휴일  주말,9:00,18:00,0:00,0:00,서울특별시 서초구 서초대로70길 51,02-2155-7436
서초3동 작은도서관,서울특별시,서초구,작은도서관,법정공휴일  주말,9:00,18:00,0:00,0:00,서울특별시 서초구 반포대로 58,02-3472-7462
강북문화정보도서관,서울특별시,강북구,공공도서관,매월둘째넷째월요일 정부지정공휴일,7:00,23:00,7:00,23:00,서울특별시 강북구 오현로 145 (번동),02-944-3100
강북청소년문화정보도서관,서울특별시,강북구,공공도서관,매월둘째넷째월요일 정부지정공휴일,7:00,22:00,7:00,22:00,서울특별시 강북구 삼양로54길 68 (미아동),02-944-3140
솔샘문화정보도서관,서울특별시,강북구,공공도서관,매월첫째셋째월요일 정부지정공휴일,7:00,22:00,7:00,22:00,서울특별시 강북구 솔샘로 177 (미아동),02-944-3150
송중문화정보도서관,서울특별시,강북구,공공도서관,매월첫째셋째월요일 정부지정공휴일,7:00,22:00,7:00,22:00,서울특별시 강북구 도봉로20나길 6 (미아동),02-944-3160
수유문화정보도서관,서울특별시,강북구,공공도서관,매월첫째셋째월요일 정부지정공휴일,7:00,22:00,7:00,22:00,서울특별시 강북구 삼양로 299 (수유동),02-944-3170
미아문화정보도서관,서울특별시,강북구,공공도서관,매월둘째넷째월요일 정부지정공휴일,7:00,22:00,7:00,22:00,서울특별시 강북구 솔매로49길 14 (미아동),02-944-3180
서초4동 작은도서관,서울특별시,서초구,작은도서관,법정공휴일  주말,9:00,18:00,0:00,0:00,서울특별시 서초구 서운로26길 3,02-2155-7508
잠원동 작은도서관,서울특별시,서초구,작은도서관,법정공휴일  주말,9:00,17:00,0:00,0:00,서울특별시 서초구 나루터로 38,02-2155-7556
구립반포도서관,서울특별시,서초구,공공도서관,월요일  법정공휴일,9:00,22:00,0:00,0:00,서울특별시 서초구 고무래로 34,02-520-8700
반포본동 작은도서관,서울특별시,서초구,작은도서관,법정공휴일  주말,9:00,18:00,0:00,0:00,서울특별시 서초구 신반포로 10,02-2155-7577
반포1동 작은도서관,서울특별시,서초구,작은도서관,법정공휴일  주말,10:00,17:00,0:00,0:00,서울특별시 서초구 사평대로 273,02-2155-7615
반포2동 작은도서관,서울특별시,서초구,작은도서관,법정공휴일  주말,9:00,18:00,0:00,0:00,서울특별시 서초구 신반포로15길 16,02-2155-7635
반포3동 작은도서관,서울특별시,서초구,작은도서관,법정공휴일  주말,9:00,17:00,0:00,0:00,서울특별시 서초구 신반포로23길 78,02-2155-7670
반포4동 작은도서관,서울특별시,서초구,작은도서관,법정공휴일  주말,9:00,18:00,0:00,0:00,서울특별시 서초구 사평대로 98,02-2155-7703
방배본동 작은도서관,서울특별시,서초구,작은도서관,법정공휴일  주말,10:00,17:00,0:00,0:00,서울특별시 서초구 동광로19길 38,02-2155-7734
방배1동 작은도서관,서울특별시,서초구,작은도서관,법정공휴일  주말,10:00,17:00,0:00,0:00,서울특별시 서초구 효령로29길 43,02-2155-7765
방배2동 작은도서관,서울특별시,서초구,작은도서관,법정공휴일  주말,9:00,18:00,0:00,0:00,서울특별시 서초구 청두곶길 36,02-2155-7785
방배3동 작은도서관,서울특별시,서초구,작은도서관,법정공휴일  주말,9:00,18:00,0:00,0:00,서울특별시 서초구 방배로10길 10-20,02-2155-7823
방배4동 작은도서관,서울특별시,서초구,작은도서관,법정공휴일  주말,10:00,17:00,0:00,0:00,서울특별시 서초구 방배로27길 13,02-2155-7851
양재1동 작은도서관,서울특별시,서초구,작은도서관,법정공휴일  주말,9:00,18:00,0:00,0:00,서울특별시 서초구 바우뫼로 41,02-2155-7800
양재2동 작은도서관,서울특별시,서초구,작은도서관,법정공휴일  주말,9:00,18:00,0:00,0:00,서울특별시 서초구 강남대로12길 44,02-2155-7906
내곡동 작은도서관,서울특별시,서초구,작은도서관,법정공휴일 / 주말,9:00,18:00,0:00,0:00,서울특별시 서초구 염곡말길 9,02-2155-7938
