인증분야명,업체명,주소,전화
위생등급제,채선당(돈암점),서울특별시 성북구 동소문로 43 (동소문동4가(1층)),02-922-7707
위생등급제,사보텐현대미아점,서울특별시 성북구 동소문로 315 (길음동현대백화점),02-2117-1934
위생등급제,풀잎채한상,서울특별시 성북구 동소문로 315 (길음동현대백화점),02-2117-1945
위생등급제,감골오리,서울특별시 강북구 4.19로 68,02-994-4199
위생등급제,초우마을,서울특별시 동대문구 회기로28길 8 2층 (휘경동),02-957-2266
위생등급제,모심,서울특별시 성북구 개운사길 8 3층 (안암동5가),02-953-0333
위생등급제,무등산참숯갈비,서울특별시 성북구 개운사길 15 (안암동5가왕림빌딩1층),02-925-0062
위생등급제,막썰어횟집,서울특별시 동대문구 천호대로67길 8-2 (답십리동),02-2242-8720
위생등급제,혼마참치장한평점,서울특별시 동대문구 천호대로85길 17 2층 (장안동),02-2242-8449
위생등급제,강촌보쌈,서울특별시 강북구 덕릉로28길 59 (미아동),02-988-6254
위생등급제,한스델리,서울특별시 중랑구 망우로32길 14 (상봉동),02-6406-2711
안심식육판매소,대림정육점,서울특별시 동대문구 이문로54길 46,02-996-5931
위생등급제,무교동미성낙지장안점,서울특별시 동대문구 장한로12길 7 (장안동(장평5길 3)),02-2246-6061
위생등급제,신(辛)나는 마당,서울특별시 동대문구 휘경로2길 21 1층 (이문동),02-963-3313
위생등급제,전통설렁탕,서울특별시 성북구 성북로 105 (성북동107-2103),02-747-2753
채식메뉴음식점,강촌,서울특별시 성북구 성북로 167 (성북동),02-766-2557
위생등급제,가화원 고대안암병원점,서울특별시 성북구 인촌로 73 (안암동5가 고려대학교 안암병원 3층 (안암동5가 1-2 외 32필지)),02-927-8073
먹을만큼적당히,양지식당,서울특별시 성북구 장월로  79 (장위동),02-943-7861
위생등급제,갈비명가이상 돈암본관,서울특별시 성북구 정릉로 364 (돈암동),02-925-8700
위생등급제,비나레스토랑,서울특별시 동대문구 안암로24길 4 1층 (제기동),02-926-5860
위생등급제,홍천암소집,서울특별시 중랑구 망우로55길 32 101호 (상봉동 한국프라우드),02-439-6038
위생등급제,오복찜쌈밥,서울특별시 중랑구 망우로72길 3 (망우동),02-2207-5544
위생등급제,이어도참치,서울특별시 중랑구 동일로 635 (면목동),02-435-2928
위생등급제,황귀 닭곰탕,서울특별시 중랑구 동일로 633 (면목동),02-0493-3487
위생등급제,운현궁,서울특별시 중랑구 면목로 492 (상봉동),02-434-4820
위생등급제,석이네닭갈비,서울특별시 중랑구 용마산로 425 (면목동),02-434-2743
먹을만큼적당히,김밥천국,서울특별시 중랑구 용마산로 494 (망우동),02-494-7788
저염실천음식점,천수만바지락칼국수,서울특별시 중랑구 용마산로 628,02-439-9885
위생등급제,천수만바지락칼국수,서울특별시 중랑구 용마산로 628 (신내동),02-439-9885
먹을만큼적당히,박가뼈다귀,서울특별시 중랑구 망우로 193 (중화동),02-496-1600
먹을만큼적당히,춘천골닭갈비(먹골점),서울특별시 중랑구 공릉로 32 (묵동공감대아파트상가 B04호),02-948-3343
트랜스지방 안심제과점,파리바게뜨,서울특별시 중랑구 봉우재로 40 (면목동),02-3423-0077
먹을만큼적당히,소양강,서울특별시 중랑구 봉우재로 179-1 (상봉동),02-439-6226
먹을만큼적당히,송정게장,서울특별시 중랑구 상봉로 90 1층 (망우동),02-2209-5335
안심식육판매소,풍성,서울특별시 중랑구 상봉로 48,02-355-5982
위생등급제,이영근닭갈비,서울특별시 중랑구 상봉로 134 (망우동),02-436-8282
위생등급제,거보주,서울특별시 광진구 아차산로51길 24 (구의동),02-456-2266
먹을만큼적당히,할머니해장국,서울특별시 성북구 장월로31길 23 (장위동),02-915-1541
안심식육판매소,동서울농협하나로마트신내점,서울특별시 중랑구 신내로 74,02-2275-3691
안심마트,롯데쇼핑(주)롯데슈퍼장안점,서울특별시 동대문구 한천로46길 42 101호 (장안동),02-2242-5611
먹을만큼적당히,풀잎보리쌈밥생고기,서울특별시 중랑구 중랑역로 5 (중화동),02-2207-3323
안심식육판매소,(주)농협유통미아점,서울특별시 강북구 도봉로33길 18,02-693-8701
위생등급제,전주콩나물국밥,서울특별시 동대문구 고산자로 397 102호 (용두동),02-967-7202
채식전문음식점,삼육서울병원(베지랜드),서울특별시 동대문구 망우로 82 (휘경2동 29-1 ) ,02-210-3648
안심식육판매소,롯데쇼핑(주) 롯데슈퍼 전농점,서울특별시 동대문구 사가정로 148 SK아파트상가 101호,02-2173-8163
위생등급제,원골전통순대국전문,서울특별시 동대문구 사가정로 232 (장안동(사가정길 232)),02-2245-1607
위생등급제,신촌설렁탕,서울특별시 동대문구 경희대로 20,02-966-2002
트랜스지방 안심제과점,파리바게뜨 신설동역점,서울특별시 동대문구 왕산로 10 (신설동1F),02-926-9100
먹을만큼적당히,본도시락(신설동역점),서울특별시 동대문구 왕산로 9-1 (신설동),02-925-4282
먹을만큼적당히,남원추어탕,서울특별시 중랑구 면목로39길 32 (면목동),02-435-5393
먹을만큼적당히,옛가 칼국수,서울특별시 중랑구 중랑천로10길 39 (상봉동),02-492-1555
안심식육판매소,시민정육점,서울특별시 중랑구 동일로109길 55,02-310-1234
위생등급제,마루샤브 용두직영점,서울특별시 동대문구 왕산로 61 (용두동),02-953-7443
위생등급제,애슐리 청량리 롯데백화점,서울특별시 동대문구 왕산로 214 지하2층 (전농동 롯데백화점 청량리점),02-6285-1100
위생등급제,반촌,서울특별시 동대문구 왕산로 186-1 (전농동),02-966-4204
위생등급제,홍백닭한마리,서울특별시 동대문구 이문로 75 1층 (이문동),02-960-6660
위생등급제,선진국낙지마당,서울특별시 동대문구 장한로 149-1 (장안동),02-2215-0564
위생등급제,이천농장정육식당,서울특별시 동대문구 장한로 151 지상1층 (장안동),02-3394-8115
위생등급제,서해쭈꾸미 시립대점,서울특별시 동대문구 전농로 222 (전농동(전농로 222)),02-2213-5592
안심식육판매소,일등축산유통,서울특별시 광진구 자양로13나길 7,02-467-4612
안심식육판매소,삼호축산,서울특별시 광진구 자양로15길 82,02-446-7096
위생등급제,영산강,서울특별시 광진구 자양로16길 24 (자양동),02-452-2119
먹을만큼적당히,지성집,서울특별시 광진구 자양로18길 15 (구의동),02-457-5400
먹을만큼적당히,동래,서울특별시 광진구 자양로18길 79 (구의동),02-447-1588
위생등급제,칼·차이나,서울특별시 강북구 한천로 1075 (수유동),02-906-2627
트랜스지방 안심제과점,잼파파,서울특별시 강북구 한천로 1040 (수유동),02-900-3332
위생등급제,만리장성,서울특별시 강북구 도봉로 352 (번동 효성네오인텔리안 110~113호),02-908-3005
위생등급제,이어도참치(e-어도참치),서울특별시 강북구 도봉로 296,02-900-0037
위생등급제,소야지,서울특별시 중랑구 동일로139길 25 (중화동),02-496-4576
트랜스지방 안심제과점,뚜레쥬르(우이점),서울특별시 강북구 삼양로 621 (우이동),02-902-8630
위생등급제,꿉,서울특별시 강북구 오패산로 386,02-990-5315
위생등급제,신내점(하남돼지집),서울특별시 중랑구 신내로14길 22 (신내동),02-436-3392
위생등급제,태능가든,서울특별시 중랑구 신내로14길 13 (신내동),02-3422-2800
위생등급제,비비고 고려대점,서울특별시 성북구 안암로 145 (안암동5가 고려대학교 제3법학관),02-926-7423
먹을만큼적당히,본아이에프(주) 본도시락 고려대점,서울특별시 성북구 안암로 63 1층 (안암동5가),02-960-0209
위생등급제,황궁,서울특별시 성북구 종암로 18 (종암동거산프라자),02-912-8161
먹을만큼적당히,손가네가마솥,서울특별시 성북구 정릉로34길 8 (정릉동),02-914-6482
저염실천음식점,해물촌 칼국수,서울특별시 강북구 오현로31길 109 (번동(벌리길 55)),02-945-0622
트랜스지방 안심제과점,뚜레쥬르 가재울뉴타운점,서울특별시 서대문구 거북골로14길 32 (북가좌동현대아이파크 상가 103호 (지하3층)),02-305-0855
위생등급제,다도,서울특별시 서대문구 통일로11길 6-1 (옥천동(지상1층)),02-313-5161
트랜스지방 안심제과점,파리바게트 성신여대점,서울특별시 성북구 동소문로20가길 24 (동선동1가),02-586-0676
위생등급제,애슐리 중계홈플러스점,서울특별시 노원구 동일로204가길 12 2층 (중계동),02-948-2818
건강음식점,그고기집(캠페인 참여),서울특별시 도봉구 삼양로 146길 6,02-992-8479
위생등급제,미스터피자창동점,서울특별시 도봉구 노해로 285 23층 (창동),02-900-2032
안심마트,롯데쇼핑(주)롯데슈퍼 방학점,서울특별시 도봉구 방학로 223 (방학동),02-3491-4297
위생등급제,송림각,서울특별시 도봉구 방학로 223 (방학동신동아상가),02-3491-3334
저염실천음식점,대중수라간,서울특별시 도봉구 도당로 67-1 지상1층 (방학동),02-6401-1738
위생등급제,돈까스클럽(쌍문점),서울특별시 도봉구 시루봉로 68,02-900-0045
트랜스지방 안심제과점,파리바게뜨,서울특별시 도봉구 시루봉로 67 상가B동 104105106호 (방학동 청구아파트),02-3491-7343
저염실천음식점,원조의정부부대찌게,서울특별시 도봉구 해등로 156 (쌍문동),02-999-4466
위생등급제,오리마을,서울특별시 도봉구 해등로 125 (창동),02-992-7723
위생등급제,해주곰탕,서울특별시 도봉구 마들로 659 (방학동(지상1층)),02-954-8081
트랜스지방 안심제과점,뚜레쥬르공릉2동점,서울특별시 노원구 공릉로38길 14 (공릉동지상1층),02-803-6021
저염실천음식점,김앤김대게공덕점,서울특별시 마포구 마포대로 109 (공덕동 롯데캐슬 지하2층 201호),02-707-3390
위생등급제,대도식당,서울특별시 마포구 마포대로 19 지1층 14호 (마포동 신화빌딩),02-714-9772
위생등급제,(주)거구상사(거구장),서울특별시 마포구 백범로 23 (신수동외 8필지),02-715-3611
위생등급제,토종집,서울특별시 강북구 인수봉로19나길 32 (수유동(산마루길 20-2)),02-0981-3104
안심식육판매소,행복한 한우마을,서울특별시 노원구 공릉로42길 17,02-894-9072
위생등급제,송파골,서울특별시 은평구 연서로28길 10 1층 (대조동),02-388-6657
위생등급제,통나무식당,서울특별시 도봉구 노해로60길 99 (쌍문동),02-900-6644
위생등급제,소래버섯나라,서울특별시 도봉구 노해로69길 15-9 23층 (창동),02-991-5700
먹을만큼적당히,상암순대국,서울특별시 마포구 월드컵북로44길 50 (상암동1층),02-306-0802
위생등급제,서울찜닭,서울특별시 마포구 월드컵북로48길 13 1층 (상암동),02-6409-5211
먹을만큼적당히,제주뒷고기홍이막창(부왕식당),서울특별시 마포구 월드컵북로48길 31 (상암동 1층),02-372-0908
위생등급제,하계테크노타운,서울특별시 노원구 노원로15길 10 (하계동),02-973-6687
먹을만큼적당히,참숯꺼먹돼지생고기굴요리2,서울특별시 마포구 매봉산로2길 13 (상암동2층),02-306-1889
위생등급제,대청면옥,서울특별시 노원구 화랑로51길 38 202호 (공릉동 밀레니엄타워 ),02-972-9470
위생등급제,대흥메밀옹심이칼국수,서울특별시 도봉구 방학로3길 127 (쌍문동지상2층),02-997-9707
건강음식점,순수밀칼국수(캠페인 참여),서울특별시 도봉구 방학로3길 127,02-997-9707
위생등급제,양주큰집전통순대국,서울특별시 도봉구 방학로6길 32 (방학동),02-3493-1110
위생등급제,북경,서울특별시 노원구 동일로243길 23 1층 (상계동),02-938-5478
위생등급제,천수 한방 삼계탕(수락산역점),서울특별시 노원구 동일로243길 23 1층 (상계동),02-936-2727
채식전문음식점,러빙헛,서울특별시 서대문구 창천동  33-10호 1층,02-322-6441
트랜스지방 안심제과점,정항모과자점,서울특별시 도봉구 도당로13길 8 (방학동),02-3493-9878
위생등급제,홍익짬뽕,서울특별시 노원구 노해로75길 14-26 지하1층 (상계동),02-951-5800
저염실천음식점,주식회사 이춘복참치노원,서울특별시 노원구 노해로85길 10-7 (상계동1층2층),02-951-4558
위생등급제,진어참치,서울특별시 마포구 연남로3길 34 (연남동(1층)),02-332-7412
위생등급제,지호한방삼계탕,서울특별시 은평구 서오릉로 222 2층 (갈현동),02-355-2110
위생등급제,(주)이랜드파크 외식 애슐리연신내점,서울특별시 은평구 통일로 842 (불광동 범서쇼핑 4층),02-384-1091
저염실천음식점,금강산감자탕,서울특별시 은평구 통일로 915 1층 (갈현동),02-389-5253
트랜스지방 안심제과점,파리바게뜨은평신사점,서울특별시 은평구 가좌로 325 1층 (신사동),02-303-5645
위생등급제,남흥골 삼호가든,서울특별시 은평구 수색로 233 지상1층 (수색동),02-307-4226
위생등급제,한국피자헛 증산역2호점,서울특별시 은평구 증산로 253 12층 (증산동),02-375-4075
위생등급제,진곰 숯불갈비,서울특별시 은평구 증산로 345 12층 (증산동),02-307-9195
트랜스지방 안심제과점,파리바게트역촌2호점,서울특별시 은평구 갈현로 46 (역촌동),02-386-2077
위생등급제,일화성,서울특별시 서대문구 연희로36길 26 (연희동(지하1층)),02-0333-2011
위생등급제,홍콩반점0410(신촌2호점),서울특별시 서대문구 명물길 14 지층 (창천동),02-3147-0410
위생등급제,하늘본닭,서울특별시 서대문구 명물길 33(창천동 외 45-12 1층),02-313-6788
위생등급제,피자헛연신내역점,서울특별시 은평구 연서로 214 (대조동 2층),02-382-9547
트랜스지방 안심제과점,파리바게트(녹번점),서울특별시 은평구 은평로 237 (녹번동 12층),02-387-5553
위생등급제,서대문족발,서울특별시 서대문구 통일로 107-13 (미근동지하1층지상1~2층),02-312-5580
저염실천음식점,버섯집,서울특별시 노원구 석계로18길 13 (월계동),02-943-1121
위생등급제,산두부집,서울특별시 강북구 삼양로173길 61 (우이동(도선사길 31)),02-903-3532
위생등급제,백란,서울특별시 강북구 삼양로181길 201-20 (우이동),02-993-7745
위생등급제,황톳길,서울특별시 마포구 마포대로11길  15-7,02-3272-9240
위생등급제,서대문김치찜마포점,서울특별시 마포구 마포대로14가길 20 (공덕동 1층),02-706-1308
위생등급제,전북콩나물국밥,서울특별시 강북구 한천로139가길 12 (수유동지상1층 (구청1길 8)),02-900-6391
먹을만큼적당히,당고개냉면,서울특별시 노원구 수락산로2길 41 (상계동),02-936-6481
저염실천음식점,서대문영양족발,서울특별시 서대문구 통일로 377 (홍제동 지하1층지상1층),02-725-2220
위생등급제,신원당감자탕,서울특별시 서대문구 서소문로 63 (미근동),02-313-3505
트랜스지방 안심제과점,뚜레쥬르홍은점,서울특별시 서대문구 가좌로 141 (홍은동),02-374-5505
저염실천음식점,난향,서울특별시 서대문구 신촌로 67 (창천동),02-322-6900
저염실천음식점,부벽루,서울특별시 서대문구 경기대로 82,02-365-5568
트랜스지방 안심제과점,파리바게뜨,서울특별시 노원구 월계로45길 28 (월계동1층2-42-52-7호),02-936-8240
위생등급제,광명족발,서울특별시 강북구 삼양로27길 10 (미아동(불당골길 8) 지상1층),02-945-6344
위생등급제,샤브숲,서울특별시 중랑구 사가정로51길 21 (면목동지상2층),02-432-5892
위생등급제,갈비둥지도봉직영점,서울특별시 도봉구 도봉로150다길 16 1층,02-3494-5585
저염실천음식점,봄내음,서울특별시 노원구 동일로 1414 9층 (상계동 롯데백화점),02-950-2952
위생등급제,풍운,서울특별시 노원구 동일로 1413 (상계동남성빙딩 3층),02-932-2020
위생등급제,함흥면옥,서울특별시 노원구 동일로 1414 9층 (상계동 롯데백화점 노원점),02-950-2954
저염실천음식점,미스터아구,서울특별시 노원구 덕릉로 744 (상계동),02-939-4020
위생등급제,미스터아구,서울특별시 노원구 덕릉로  744,02-939-4020
먹을만큼적당히,고려식당,서울특별시 노원구 노해로 494 (상계동고려빌딩 지하),02-938-4131
먹을만큼적당히,신선설농탕,서울특별시 노원구 노해로 521 (상계동정일빌딩 1층),02-934-0069
저염실천음식점,중계동두부명가,서울특별시 노원구 중계로12가길 29,02-935-8003
위생등급제,푸드엠파이어 호탕,서울특별시 서대문구 연세로 50 3층 (신촌동 세브란스병원본관),02-2227-8033
위생등급제,채선당(신촌점),서울특별시 서대문구 연세로 23 (창천동(지하1층)),02-336-5006
트랜스지방 안심제과점,빵굼터 착한빵집,서울특별시 서대문구 증가로 138 (남가좌동),02-302-8176
위생등급제,미소,서울특별시 서대문구 충정로 53 (충정로2가유원골든타워 지하1층),02-365-0025
위생등급제,등촌 샤브칼국수,서울특별시 서대문구 모래내로 273 (홍은동(지상12층)),02-374-1151
트랜스지방 안심제과점,파리바게뜨연희안산점,서울특별시 서대문구 연희로 198 (연희동외1필지 (지상12층)),02-322-6222
위생등급제,테라스라운지,서울특별시 서대문구 연희로 353 (홍은동),02- 3216-5656
위생등급제,나루터,서울특별시 마포구 마포대로4길 32-4 (도화동),02-701-6233
위생등급제,조인마루 뼈다귀,서울특별시 도봉구 덕릉로 246 (창동),02-904-3700
트랜스지방 안심제과점,함스브로트,서울특별시 도봉구 도봉로 483 (쌍문동),02-996-4488
트랜스지방 안심제과점,파리바게뜨도봉1동점,서울특별시 도봉구 도봉로 767 (도봉동 외 1필지),02-956-8231
위생등급제,채향샤브샤브,서울특별시 노원구 공릉로 165 1층 (공릉동),02-978-8009
트랜스지방 안심제과점,파리바게뜨 하계벽산점,서울특별시 노원구 섬밭로 229 (하계동 271-3벽산상가1층106.107.109-1호),02-979-3838
위생등급제,동경일식,서울특별시 마포구 월드컵북로1길 6 1층동 (서교동),02-338-0785
위생등급제,춘자대구탕,서울특별시 마포구 월드컵북로1길 50 (서교동),02-3141-4428
먹을만큼적당히,산기슭감나무골,서울특별시 금천구 문성로 22-4 (독산동지상1층 (산기슭길4)),02-868-2626
위생등급제,도원스타일목동,서울특별시 양천구 목동동로 257 6층 (목동 현대백화점),02-2163-1600
위생등급제,송(松),서울특별시 양천구 목동동로 257 현대백화점 6층,02-2163-1616
먹을만큼적당히,가쯔레쯔,서울특별시 양천구 목동서로 155 (목동목동파라곤 B1 28호(목동서로 155)),02-2653-6767
안심마트,(주)에브리데이리테일 목동점,서울특별시 양천구 목동서로 130 관리동 105호 (목동 목동신시가지아파트4단지),02-2646-4331
위생등급제,애슐리목동홈플러스점,서울특별시 양천구 목동서로 170 1층 (목동 홈플러스),02-2647-1013
트랜스지방 안심제과점,파리바게트,서울특별시 양천구 목동중앙로 39 (목동),02-2643-5161
트랜스지방 안심제과점,뚜레쥬르목4동점,서울특별시 양천구 목동중앙로 67 (목동성원아파트상가 102103호),02-2653-2900
트랜스지방 안심제과점,파리바게뜨,서울특별시 양천구 신월로 165 (신월동 12층),02-2605-3320
먹을만큼적당히,리향,서울특별시 양천구 오목로 276-12 (목동),02-2649-8066
위생등급제,해몽,서울특별시 양천구 오목로 345 (목동1층(오목로 20)),02-2643-7982
트랜스지방 안심제과점,파리바게뜨오목교역점,서울특별시 양천구 오목로 320 (목동1층),02-2653-2382
위생등급제,대방골,서울특별시 영등포구 국회대로 800 1층 114~125호 (여의도동 진미파라곤),02-783-4999
위생등급제,한류관,서울특별시 영등포구 국회대로 750 (여의도동),02-3775-2838
위생등급제,프리가(FRIGGA)전경련점,서울특별시 영등포구 여의대로 24 (여의도동 전경련회관 타워동 지하1층 일부),02-6350-0763
위생등급제,오리옥스여의도점,서울특별시 영등포구 여의대로 128 (여의도동LG트윈빌딩지하1층),02-3773-1212
위생등급제,야마야여의도점,서울특별시 영등포구 여의대로 66 2층 (여의도동 KTB투자증권 별관),02-3775-0032
위생등급제,강,서울특별시 영등포구 의사당대로 110 (여의도동),02-783-7050
위생등급제,강공순할매집,서울특별시 영등포구 의사당대로 97 (여의도동),02-782-5712
저염실천음식점,가족천하,서울특별시 영등포구 가마산로 330 (대림동 지상2층3층 ),02-847-4500
저염실천음식점,봄내음,서울특별시 영등포구 경인로 846 (영등포동 롯데백화점 지상10층),02-2076-1455
위생등급제,봄내음,서울특별시 영등포구 경인로 846 (영등포동 롯데백화점 지상10층),02-676-1455
위생등급제,양평신내해장국,서울특별시 강서구 국회대로7길 213 1층 (화곡동 8동),02-2699-9876
위생등급제,한옥집,서울특별시 영등포구 양산로 73 (양평동3가지상1층),02-2633-5002
위생등급제,만족오향족발,서울특별시 영등포구 양평로 64 (당산동6가지상1층),02-2636-5891
먹을만큼적당히,양푼이생태탕,서울특별시 영등포구 양평로 90 (양평동4가),02-2672-3325
위생등급제,에프-원,서울특별시 영등포구 여의나루로 42 (여의도동여의도종합상가402403404호),02-761-4560
위생등급제,장위동유성집,서울특별시 강서구 강서로52길 60 1~2층 (내발산동 우장산동),02-2668-8223
위생등급제,(주)디와이매니지먼트 마이페스트,서울특별시 강서구 강서로56길 44 (등촌동 3동) 2~4층,02-6084-8800
위생등급제,애슐리 강서NC점,서울특별시 강서구 강서로56길 17 9층 (등촌동 강서NC백화점),02-2667-9804
저염참여음식점,화곡동 고기장터,서울특별시 강서구 강서로5나길 50 1층 101호 (화곡동 일성스카이빌),02-2603-3366
위생등급제,현명지점 한신 IT식당,서울특별시 구로구 디지털로 272 (구로동한신IT타워 B101호),02-2108-7979
위생등급제,죽림,서울특별시 구로구 디지털로 273 지하동 104105호 (구로동에이스트윈타워),02-862-1642
안심마트,수협바다마트신도림점,서울특별시 구로구 경인로 643 (신도림동신도림동아2차아파트상가 103104호),02-2632-4922
채식메뉴음식점,씨제이푸드빌(주)빕스구로역점,서울특별시 구로구 경인로 584 201~207214215216호 (신도림동 신도림펠러티움),02-2105-5727
위생등급제,(주)엠투지 타코벨 신도림디큐브 지점,서울특별시 구로구 경인로  662 지하2층 일부,02-703-6696
위생등급제,포베이 디큐브시티점,서울특별시 구로구 경인로 662 디큐브시티 5층,02-201-0552
위생등급제,미스트 디큐브시티점,서울특별시 구로구 경인로 662 디큐브시티 5층,02-318-7653
위생등급제,(주)더이스턴하우스,서울특별시 구로구 경인로 297 (개봉동5층),02-2682-2000
위생등급제,킹콩 부대찌개 오류동역점,서울특별시 구로구 경인로 217-1 나동 12층 101호 (오류동),02-6942-9533
위생등급제,샤브 향(구로점),서울특별시 구로구 중앙로 13 (고척동),02-2686-1011
위생등급제,샤브 향(구로점),서울특별시 구로구 중앙로 13 (고척동),02-2686-1011
위생등급제,육선달,서울특별시 구로구 중앙로 85 1층 104호 (고척동 라이프플러스),02-2611-7166
위생등급제,최반장 발발이추억,서울특별시 구로구 개봉로 17-1 (개봉동),02-2686-7982
위생등급제,사랑채,서울특별시 마포구 신촌로12가길 36 (노고산동),02-336-4479
먹을만큼적당히,바다향,서울특별시 양천구 은행정로2길 5 (신정동),02-2645-0535
위생등급제,국보족,서울특별시 구로구 고척로 237 (고척동),02-2688-2207
위생등급제,복먹고복받고,서울특별시 영등포구 양산로19길 8  인곡빌딩내당산동3가),02-2675-2221
트랜스지방 안심제과점,뚜레쥬르,서울특별시 은평구 증산로3길 13 지상1층 (증산동),02-303-7800
위생등급제,기소야 애경점,서울특별시 구로구 구로중앙로 152 7층 (구로동 AK플라자),02-867-3007
위생등급제,골드 독도참치,서울특별시 구로구 새말로 97 10층 24호 (구로동 신도림테크노마트),02-2111-8100
위생등급제,신도림전주관,서울특별시 구로구 새말로 97 (구로동 신도림테크노마트 10층014호),02-2111-8191
위생등급제,명동칼국수,서울특별시 구로구 새말로  97 신도림테크노마트 10층 39호,02-332-4844
위생등급제,스파게띠아 신도림테크노마트점,서울특별시 구로구 새말로 97 10층 009010호 (구로동 신도림테크노마트),02-851-7379
위생등급제,구로영양족발,서울특별시 구로구 도림로 46 1층 (구로동),02-737-9473
위생등급제,놀부부대찌개철판구이,서울특별시 영등포구 경인로  775,02-6309-5432
위생등급제,예원 문래점,서울특별시 영등포구 경인로 775 (문래동3가 에이스하이테크시티 지하 142호),02-6309-7777
저염실천음식점,능이버섯백숙,서울특별시 영등포구 선유로 32 (문래동4가(1층)),02-2677-7373
위생등급제,화수목,서울특별시 영등포구 선유로 49 (문래동6가102호),02-2672-6541
저염실천음식점,박가부대 당산점,서울특별시 영등포구 선유로 246 (양평동4가),02-2068-7868
위생등급제,컨벤션센타,서울특별시 영등포구 63로 50 (여의도동지상 2층 3층),02-789-5785
위생등급제,한우집위,서울특별시 영등포구 국제금융로 86 2층 212 213호 (여의도동 롯데캐슬아이비상가),02-780-2528
위생등급제,르브런쉭,서울특별시 영등포구 국제금융로 10 지하3층 334호 (여의도동 IFC몰),02-6132-5531
위생등급제,37그릴&amp;바(37Grill&amp;Bar),서울특별시 영등포구 국제금융로 10 37층 (여의도동),02-6137-7110
저염실천음식점,강경순계절맛집,서울특별시 영등포구 당산로 214 (당산동5가당산삼성래미안상가1동210호),02-267-8435
위생등급제,강경순계절맛집,서울특별시 영등포구 당산로 214 (당산동5가당산삼성래미안상가1동210호),02-2678-0435
트랜스지방 안심제과점,파리바게뜨도림사거리점,서울특별시 영등포구 도신로 86 (신길동(지상1층)),02-831-0577
위생등급제,닭한마리,서울특별시 서대문구 연세로2길  87 (대현동) 지상1층,02-393-9560
위생등급제,대운정,서울특별시 강서구 양천로75길 50 (염창동) 4층,02-3663-4596
위생등급제,설참치 홍대점,서울특별시 마포구 양화로15길 12 (서교동 1층),02-3143-6811
위생등급제,돈수백,서울특별시 마포구 양화로6길 45 지1층 B01호 (서교동),            
위생등급제,일식깊은바다,서울특별시 구로구 가마산로27길 18 (구로동미주프라자 5동 상가 102),02-864-8450
위생등급제,미소반,서울특별시 영등포구 문래로 92 (문래동3가대소빌딩 201호),02-2068-3333
먹을만큼적당히,누리한방삼계탕,서울특별시 영등포구 문래동3가  54-66,02-6309-8855
먹을만큼적당히,반카부대찌개,서울특별시 영등포구 선유동1로 28-1 (당산동2가),02-2069-2923
위생등급제,율도참치,서울특별시 서대문구 연세로4길 12 (창천동외 1필지),02-0392-6565
트랜스지방 안심제과점,파리바게뜨,서울특별시 영등포구 신길로 71 (신길동),02-2651-2660
먹을만큼적당히,맹씨네,서울특별시 마포구 토정로33길 5 1층 (용강동),02-701-8611
트랜스지방 안심제과점,뚜레쥬르개봉3동점,서울특별시 구로구 개봉로3길 35 (개봉동),02-2684-3845
트랜스지방 안심제과점,파리바게트,서울특별시 금천구 시흥대로153길 99 (가산동지상1층(용주길53)),02-862-9321
위생등급제,예소담,서울특별시 구로구 공원로6나길 40 (구로동),02-871-3216
위생등급제,놀부부대찌게 놀부보쌈,서울특별시 강서구 공항대로 519 2층 (등촌동 1동),02-3664-0052
위생등급제,24시 가마솥설렁탕,서울특별시 강서구 공항대로 34  (공항동 청보빌딩)1층,02-2663-3532
위생등급제,낙원(樂源),서울특별시 강서구 방화대로 94 (외발산동(지상 1층)),02-2660-9010
위생등급제,거부,서울특별시 마포구 토정로37길 46 지1-동 13호호 (도화동정우빌딩),02-717-9387
저염실천음식점,장가네설렁탕,서울특별시 마포구 토정로37길 23 (용강동 1층),02-715-9797
위생등급제,샤르르샤브샤브 마포점,서울특별시 마포구 토정로37길 41 (염리동 2층),02-717-5082
위생등급제,이대조뼈다귀,서울특별시 마포구 동교로 200 (동교동),02-324-9797
위생등급제,성산동칼국수,서울특별시 마포구 모래내로 63,02-373-3964
먹을만큼적당히,팔미낙지한마리수제비,서울특별시 마포구 독막로 308 (염리동),02-711-7766
트랜스지방 안심제과점,파리바게뜨KBS미디어센터점,서울특별시 마포구 매봉산로 45 (상암동DMC E3-1 KBS 미디어센터1층상가7-2호),02-812-1597
저염참여음식점,세겹생고기,서울특별시 강서구 가로공원로 175번지 1층,02-2693-0026
위생등급제,대박감자탕,서울특별시 강서구 곰달래로 255 1층 (화곡동 4동),02-2642-0555
먹을만큼적당히,풍성솥뚜껑,서울특별시 강서구 곰달래로 169 1층 (화곡동 2동),02-6032-0248
위생등급제,지호한방삼계탕,서울특별시 강서구 등촌로 69 1층 (등촌동 2동),02-2644-3995
위생등급제,설렁탕대가,서울특별시 강서구 화곡로 416 1층 (등촌동 1동),02-3662-2988
위생등급제,메가파티하우스,서울특별시 강서구 화곡로 142 지하1층 (화곡동 1동 화곡역 케이에스프리미어),02-2696-1011
먹을만큼적당히,명가원설농탕,서울특별시 강서구 화곡로 283 1~2층 (화곡동 6동),02-2696-3344
안심마트,롯데쇼핑(주) 롯데슈퍼방화점,서울특별시 강서구 방화대로34길 83 (방화동외2필지 (1층)),02-2664-8484
